"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=theropoda"
"Access Time","Fri 2017-02-03 21:08:57 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","theropoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.577"
"Records Found","11703"
"Records Returned","11703"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"491049","occ","","","49550","Ornithomimus cf. velox","species","57269","","Ornithomimus velox","species","57269","Maastrichtian","","72.1","66","13266"
"491054","occ","","","49554","Ornithomimus cf. velox","species","57269","","Ornithomimus velox","species","57269","Maastrichtian","","72.1","66","13266"
"491076","occ","27340","","49557","Tetanurae indet.","unranked clade","53374","","Tetanurae","unranked clade","53374","Late Campanian","Early Maastrichtian","83.5","66","41617"
"491192","occ","","IF","49586","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491193","occ","","IF","49587","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491194","occ","","IF","49587","Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491195","occ","","IF","49588","Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491196","occ","","IF","49588","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491197","occ","","IF","49589","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491198","occ","","IF","49590","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491199","occ","","IF","49590","Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491200","occ","","IF","49591","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491201","occ","","IF","49592","Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491202","occ","","IF","49592","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491203","occ","","IF","49593","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491204","occ","","IF","49593","Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491205","occ","","IF","49594","Eubrontes sp.","genus","66094","obsolete variant of","Grallator (Eubrontes)","subgenus","66094","Pliensbachian","Toarcian","190.8","174.1","13278"
"491207","occ","18336","","49595","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","18472"
"491217","occ","","","49596","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Late Kimmeridgian","Tithonian","155.7","145","13281"
"491223","occ","","","49597","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Late Kimmeridgian","Tithonian","155.7","145","13281"
"491228","occ","","","49598","Coelurosauria ? indet.","suborder","53940","","Coelurosauria","suborder","53940","Late Kimmeridgian","Tithonian","155.7","145","13281"
"491247","occ","","","49577","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","Kimmeridgian","","157.3","152.1","13281"
"491316","occ","","","49614","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","13284"
"491324","occ","","","22679","""Paronychodon"" sp.","genus","38565","","Paronychodon","genus","38565","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491325","occ","","","22679","aff. Theropoda informal indet. A","unranked clade","38513","obsolete variant of","Theropoda","unranked clade","38513","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491326","occ","","","22679","Dromaeosaurinae indet.","subfamily","54552","","Dromaeosaurinae","subfamily","54552","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491327","occ","","","22679","Velociraptorinae indet.","subfamily","54553","","Velociraptorinae","subfamily","54553","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491328","occ","","","22679","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491335","occ","","F","22679","Elongatoolithidae indet.","family","65566","","Elongatoolithidae","family","65566","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491336","occ","","","22679","cf. Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Late Albian","Early Cenomanian","105.3","93.5","13288"
"491340","occ","","","49617","Theropoda ? indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Barremian","","129.4","125","13287"
"491374","occ","","","14410","Dromaeosauridae ? indet.","family","38561","","Dromaeosauridae","family","38561","Late Santonian","Early Campanian","85.8","70.6","1411"
"491382","occ","","","14413","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Santonian","Early Campanian","85.8","70.6","1411"
"491383","occ","","","14413","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Late Santonian","Early Campanian","85.8","70.6","1411"
"491404","occ","","","14421","Tyrannosauridae ? indet.","family","38606","","Tyrannosauridae","family","38606","Early Campanian","","83.5","70.6","1414"
"491405","occ","","","14421","Aublysodon ? sp.","genus","38614","nomen dubium","Tyrannosauroidea","superfamily","58837","Early Campanian","","83.5","70.6","1414"
"491406","occ","","","14421","cf. Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Early Campanian","","83.5","70.6","1414"
"491421","occ","","","14430","Dromaeosauridae ? indet.","family","38561","","Dromaeosauridae","family","38561","Early Campanian","","83.5","70.6","1414"
"491424","occ","33077","","48124","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","13281"
"491425","occ","","","49622","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","13281"
"491429","occ","","","49624","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","","157.3","152.1","13281"
"491432","occ","","","49626","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","41026"
"491435","occ","","","49627","n. gen. Edmarka n. sp. rex","species","54829","subjective synonym of","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","13292"
"491436","occ","","","49628","Edmarka rex","species","54829","subjective synonym of","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","13292"
"491437","occ","","","49628","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","13281"
"491441","occ","","","49627","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","13281"
"491454","occ","","","49630","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Tithonian","","152.1","145","13295"
"491456","occ","","","49631","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","13295"
"491475","occ","","","49636","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","5792"
"491737","occ","13473","","49651","Dromaeosauridae ? indet.","family","38561","","Dromaeosauridae","family","38561","Aptian","Early Albian","125","109","13299"
"491741","occ","","","49652","Ceratosaurus n. sp. magnicornis","species","65573","subjective synonym of","Ceratosaurus nasicornis","species","54165","Kimmeridgian","Tithonian","157.3","145","13300"
"491742","occ","","","49653","Megalosaurus n. sp. meriani","species","66985","nomen dubium","Ceratosauria","suborder","90100","Early Kimmeridgian","","155.7","150.8","30622"
"491743","occ","12681","","49654","Liliensternus n. sp. airelensis","species","56381","recombined as","Lophostropheus airelensis","species","56381","Rhaetian","Hettangian","208.5","199.3","13302"
"491749","occ","30545","","46439","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","Kimmeridgian","","157.3","152.1","35013"
"491750","occ","","","46439","n. gen. Marshosaurus n. sp. bicentesimus","species","64497","","Marshosaurus bicentesimus","species","64497","Kimmeridgian","","157.3","152.1","13304"
"491751","occ","","","46439","n. gen. Stokesosaurus n. sp. clevelandi","species","64493","","Stokesosaurus clevelandi","species","64493","Kimmeridgian","","157.3","152.1","15547"
"493033","occ","","","49790","n. gen. Yangchuanosaurus n. sp. shangyouensis","species","54826","","Yangchuanosaurus shangyouensis","species","54826","Oxfordian","Early Kimmeridgian","163.5","150.8","29352"
"493039","occ","","","49793","cf. Szechuanosaurus campi","species","64293","nomen dubium","Theropoda","unranked clade","38513","Late Jurassic","","163.5","145","13360"
"493043","occ","","","49795","Tyrannosaurus n. sp. lanpingensis","species","65682","nomen dubium","Tyrannosauroidea","superfamily","58837","Late Cretaceous","","100.5","66","13360"
"493052","occ","","","49800","Tyrannosaurus n. sp. luanchuanensis","species","54835","subjective synonym of","Tarbosaurus bataar","species","63705","Campanian","","83.6","72.1","9256"
"493233","occ","","","49817","n. gen. Kelmayisaurus n. sp. petrolicus","species","65212","","Kelmayisaurus petrolicus","species","65212","Late Aptian","Albian","122.46","100.5","13379"
"493251","occ","","","49820","aff. Megalosaurus sp.","genus","38583","","Megalosaurus","genus","38583","Tithonian","","152.1","145","13386"
"495801","occ","15769","","50052","n. gen. Falcarius n. sp. utahensis","species","65780","","Falcarius utahensis","species","65780","Barremian","","129.4","125","13444"
"495928","occ","","","50061","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","13445"
"495929","occ","","","50061","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","13445"
"496007","occ","","","50068","Mancalla sp.","genus","39615","","Mancalla","genus","39615","Zanclean","","5.333","3.6","13448"
"496008","occ","","","50068","Accipitridae indet.","family","39323","","Accipitridae","family","39323","Zanclean","","5.333","3.6","13448"
"496028","occ","","","50069","Gavia sp.","genus","39709","","Gavia","genus","39709","Zanclean","","5.333","3.6","13448"
"496029","occ","","","50069","Diomedea sp.","genus","39693","","Diomedea","genus","39693","Zanclean","","5.333","3.6","13448"
"496030","occ","","","50069","Uria sp.","genus","83399","","Uria","genus","83399","Zanclean","","5.333","3.6","13448"
"496031","occ","","","50069","Cepphus sp.","genus","39611","","Cepphus","genus","39611","Zanclean","","5.333","3.6","13448"
"496032","occ","29942","","50069","Aethia n. sp. barnesi","species","293812","","Aethia barnesi","species","293812","Zanclean","","5.333","3.6","50949"
"496033","occ","","","50069","Praemancalla sp.","genus","39618","nomen dubium","Mancallinae","subfamily","145756","Zanclean","","5.333","3.6","13448"
"496034","occ","","","50069","Falconidae ? indet.","family","39317","","Falconidae","family","39317","Zanclean","","5.333","3.6","13448"
"496778","occ","","","14211","Physornis sp.","genus","39468","","Physornis","genus","39468","Deseadan","","29","21","13480"
"497838","occ","","","48861","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Campanian","Early Maastrichtian","83.5","66","13504"
"497839","occ","","","28006","cf. Iberomesornis sp.","genus","65830","","Iberomesornis","genus","65830","Late Barremian","","130","125.45","13505"
"497840","occ","","","28006","n. gen. Eoalulavis n. sp. hoyasi","species","65829","","Eoalulavis hoyasi","species","65829","Late Barremian","","130","125.45","13506"
"497884","occ","","IF","50302","cf. Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Norian","","228","208.5","13507"
"497885","occ","","IF","50303","cf. Grallator sp.","genus","64079","subjective synonym of","Grallator (Eubrontes)","subgenus","66094","Norian","","228","208.5","13508"
"497888","occ","","I","50305","n. gen. Exallopus n. sp. lovei","species","65842","recombined as","Saurexallopus lovei","species","65842","Maastrichtian","","72.1","66","13510"
"497891","occ","","I","50306","Exallopus lovei","species","65842","recombined as","Saurexallopus lovei","species","65842","Maastrichtian","","72.1","66","13510"
"497894","occ","30820","","50307","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Barremian","Aptian","130","113","54260"
"497903","occ","19734","","50309","Megalosauridae ? indet.","family","38574","","Megalosauridae","family","38574","Middle Cenomanian","","99.6","93.5","41617"
"498258","occ","","","50352","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Aptian","Albian","125","100.5","13525"
